Thu, 2013.02.21 7:00, 7:00, CHF, medium, Trade Balance, 0.90B, 1.74B, 2.13B
Fri, 2013.07.19 9:30, 9:30, GBP, medium, Public Sector Net Borrowing, 12.8B, 9.4B, 10.2B
Fri, 2013.07.19 13:30, 13:30, CAD, high, Core CPI m/m, 0.2%, -0.2%, -0.2%
Fri, 2013.07.19 13:30, 13:30, CAD, medium, CPI m/m, 0.2%, 0.2%, 0.0%
Fri, 2013.07.19 5:00, 5:00, All, high, G20 Meetings, , , 
Mon, 2013.07.22 11:00, 11:00, EUR, medium, German Buba Monthly Report, , , 
Mon, 2013.07.22 15:00, 15:00, USD, high, Existing Home Sales, 5.14M, 5.27M, 5.08M
Tue, 2013.07.23 9:30, 9:30, GBP, medium, High Street Lending, 36.3K, 38.5K, 37.3K
Tue, 2013.07.23 13:30, 13:30, CAD, high, Core Retail Sales m/m, -0.2%, 0.1%, 1.2%
Tue, 2013.07.23 13:30, 13:30, CAD, medium, Retail Sales m/m, 0.2%, 0.4%, 1.9%
Tue, 2013.07.23 14:00, 14:00, USD, low, HPI m/m, 0.5%, 0.9%, 0.7%
Tue, 2013.07.23 14:59, 14:59, USD, low, Richmond Manufacturing Index, 8, 7, -11
Tue, 2013.07.23 15:00, 15:00, EUR, low, Consumer Confidence, -19, -18, -17
Tue, 2013.07.23 23:45, 23:45, NZD, high, Trade Balance, 39M, 5M, 414M
Wed, 2013.07.24 0:50, 0:50, JPY, medium, Trade Balance, -0.78T, -0.58T, -0.60T
Wed, 2013.07.24 2:30, 2:30, AUD, high, CPI q/q, 0.4%, 0.5%, 0.4%
Wed, 2013.07.24 2:30, 2:30, AUD, medium, Trimmed Mean CPI q/q, 0.4%, 0.5%, 0.5%
Wed, 2013.07.24 2:45, 2:45, CNY, high, Caixin Flash Manufacturing PMI, 48.2, 48.6, 47.7
Wed, 2013.07.24 8:00, 8:00, EUR, high, French Flash Manufacturing PMI, 48.4, 48.9, 49.8
Wed, 2013.07.24 8:00, 8:00, EUR, medium, French Flash Services PMI, 47.2, 47.7, 48.3
Wed, 2013.07.24 8:30, 8:30, EUR, high, German Flash Manufacturing PMI, 48.6, 49.3, 50.3
Wed, 2013.07.24 8:30, 8:30, EUR, medium, German Flash Services PMI, 50.4, 50.9, 52.5
Wed, 2013.07.24 9:00, 9:00, EUR, medium, Flash Manufacturing PMI, 48.8, 49.1, 50.1
Wed, 2013.07.24 9:00, 9:00, EUR, medium, Flash Services PMI, 48.3, 48.9, 49.6
Wed, 2013.07.24 9:00, 9:00, EUR, low, Italian Retail Sales m/m, -0.1%, 0.4%, 0.1%
Wed, 2013.07.24 11:00, 11:00, GBP, medium, CBI Industrial Order Expectations, -18, -12, -12
Wed, 2013.07.24 14:00, 14:00, USD, medium, Flash Manufacturing PMI, 51.9, 52.5, 53.2
Wed, 2013.07.24 15:00, 15:00, USD, high, New Home Sales, 459K, 482K, 497K
Wed, 2013.07.24 15:30, 15:30, USD, medium, Crude Oil Inventories, -6.9M, -2.5M, -2.8M
Wed, 2013.07.24 22:00, 22:00, NZD, high, Official Cash Rate, 2.50%, 2.50%, 2.50%
Wed, 2013.07.24 22:00, 22:00, NZD, high, RBNZ Rate Statement, , , 
Thu, 2013.07.25 0:50, 0:50, JPY, low, SPPI y/y, 0.3%, 0.7%, 0.4%
Thu, 2013.07.25 8:00, 8:00, EUR, medium, Spanish Unemployment Rate, 27.2%, 27.2%, 26.3%
Thu, 2013.07.25 9:00, 9:00, EUR, high, German ifo Business Climate, 105.9, 106.3, 106.2
Thu, 2013.07.25 9:00, 9:00, EUR, medium, M3 Money Supply y/y, 2.9%, 3.0%, 2.3%
Thu, 2013.07.25 9:00, 9:00, EUR, low, Private Loans y/y, -1.1%, -0.9%, -1.6%
Thu, 2013.07.25 9:30, 9:30, GBP, high, Prelim GDP q/q, 0.3%, 0.6%, 0.6%
Thu, 2013.07.25 9:30, 9:30, GBP, low, Index of Services 3m/3m, 0.8%, 0.7%, 0.8%
Thu, 2013.07.25 13:30, 13:30, USD, high, Core Durable Goods Orders m/m, 0.5%, 0.5%, 0.0%
Thu, 2013.07.25 13:30, 13:30, USD, high, Unemployment Claims, 336K, 339K, 343K
Thu, 2013.07.25 13:30, 13:30, USD, medium, Durable Goods Orders m/m, 3.7%, 1.1%, 4.2%
Thu, 2013.07.25 13:45, 13:45, USD, medium, Treasury Sec Lew Speaks, , , 
Thu, 2013.07.25 14:00, 14:00, EUR, low, Belgian NBB Business Climate, -12.8, -11.2, -12.0
Thu, 2013.07.25 15:30, 15:30, USD, low, Natural Gas Storage, 58B, 44B, 41B
Fri, 2013.07.26 0:30, 0:30, JPY, medium, Tokyo Core CPI y/y, 0.2%, 0.3%, 0.3%
Fri, 2013.07.26 0:30, 0:30, JPY, low, National Core CPI y/y, 0.0%, 0.3%, 0.4%
Fri, 2013.07.26 7:00, 7:00, EUR, low, German Import Prices m/m, -0.4%, 0.4%, -0.8%
Fri, 2013.07.26 14:55, 14:55, USD, medium, Revised UoM Consumer Sentiment, 83.9, 84.0, 85.1
Fri, 2013.07.26 14:55, 14:55, USD, low, Revised UoM Inflation Expectations, 3.3%, , 3.1%
Mon, 2013.07.29 17:16, 17:16, JPY, high, BOJ Gov Kuroda Speaks, , , 
Mon, 2013.07.29 9:30, 9:30, GBP, medium, Net Lending to Individuals m/m, 1.2B, 1.4B, 1.5B
Mon, 2013.07.29 9:30, 9:30, GBP, low, M4 Money Supply m/m, 0.0%, 0.2%, 0.1%
Mon, 2013.07.29 9:30, 9:30, GBP, low, Mortgage Approvals, 58K, 60K, 58K
Mon, 2013.07.29 11:00, 11:00, GBP, medium, CBI Realized Sales, 1, 11, 17
Mon, 2013.07.29 15:00, 15:00, USD, high, Pending Home Sales m/m, 5.8%, -1.1%, -0.4%
Mon, 2013.07.29 23:45, 23:45, NZD, medium, Building Consents m/m, 1.0%, , -4.0%
Tue, 2013.07.30 0:30, 0:30, JPY, medium, Household Spending y/y, -1.6%, 1.2%, -0.4%
Tue, 2013.07.30 0:30, 0:30, JPY, low, Unemployment Rate, 4.1%, 4.0%, 3.9%
Tue, 2013.07.30 0:50, 0:50, JPY, medium, Prelim Industrial Production m/m, 1.9%, -1.4%, -3.3%
Tue, 2013.07.30 2:30, 2:30, AUD, high, Building Approvals m/m, -4.3%, 2.2%, -6.9%
Tue, 2013.07.30 4:05, 4:05, AUD, high, RBA Gov Stevens Speaks, , , 
Tue, 2013.07.30 7:00, 7:00, EUR, medium, German GfK Consumer Climate, 6.8, 6.9, 7.0
Tue, 2013.07.30 5:00, 5:00, EUR, medium, German Prelim CPI m/m, 0.1%, 0.3%, 0.5%
Tue, 2013.07.30 8:00, 8:00, EUR, medium, Spanish Flash GDP q/q, -0.5%, -0.1%, -0.1%
Tue, 2013.07.30 8:00, 8:00, EUR, low, Spanish Flash CPI y/y, 2.1%, 1.8%, 1.8%
Tue, 2013.07.30 9:10, 9:10, EUR, low, Retail PMI, 49.1, , 49.5
Tue, 2013.07.30 10:13, 10:13, EUR, medium, Italian 10-y Bond Auction, 4.55|1.5, , 4.46|1.3
Tue, 2013.07.30 13:30, 13:30, CAD, medium, RMPI m/m, 0.2%, 0.0%, 0.3%
Tue, 2013.07.30 13:30, 13:30, CAD, low, IPPI m/m, 0.0%, 0.1%, 0.3%
Tue, 2013.07.30 14:00, 14:00, USD, medium, S&P/CS Composite-20 HPI y/y, 12.1%, 12.4%, 12.2%
Tue, 2013.07.30 15:00, 15:00, USD, high, CB Consumer Confidence, 82.1, 81.1, 80.3
Wed, 2013.07.31 5:06, 5:06, GBP, low, GfK Consumer Confidence, -21, -19, -16
Tue, 2013.07.30 19:00, 19:00, USD, medium, President Obama Speaks, , , 
Wed, 2013.07.31 0:01, 0:01, GBP, low, BRC Shop Price Index y/y, -0.2%, , -0.5%
Wed, 2013.07.31 0:15, 0:15, JPY, low, Final Manufacturing PMI, 52.3, , 50.7
Wed, 2013.07.31 2:00, 2:00, NZD, high, ANZ Business Confidence, 50.1, , 52.8
Wed, 2013.07.31 2:30, 2:30, AUD, medium, Private Sector Credit m/m, 0.3%, 0.3%, 0.4%
Wed, 2013.07.31 2:30, 2:30, JPY, medium, Average Cash Earnings y/y, -0.1%, 0.2%, 0.1%
Wed, 2013.07.31 6:00, 6:00, JPY, low, Housing Starts y/y, 14.5%, 15.9%, 15.3%
Wed, 2013.07.31 7:00, 7:00, CHF, low, UBS Consumption Indicator, 1.45, , 1.44
Wed, 2013.07.31 7:00, 7:00, EUR, medium, German Retail Sales m/m, 0.7%, 0.1%, -1.5%
Wed, 2013.07.31 7:45, 7:45, EUR, medium, French Consumer Spending m/m, 0.7%, 0.1%, -0.8%
Wed, 2013.07.31 8:00, 8:00, CHF, medium, KOF Economic Barometer, 1.15, 1.21, 1.23
Wed, 2013.07.31 8:55, 8:55, EUR, medium, German Unemployment Change, -13K, -1K, -7K
Wed, 2013.07.31 9:00, 9:00, EUR, low, Italian Monthly Unemployment Rate, 12.2%, 12.3%, 12.1%
Wed, 2013.07.31 10:00, 10:00, EUR, medium, CPI Flash Estimate y/y, 1.6%, 1.6%, 1.6%
Wed, 2013.07.31 10:00, 10:00, EUR, medium, Unemployment Rate, 12.1%, 12.2%, 12.1%
Wed, 2013.07.31 10:00, 10:00, EUR, low, Core CPI Flash Estimate y/y, 1.2%, , 1.1%
Wed, 2013.07.31 10:00, 10:00, EUR, low, Italian Prelim CPI m/m, 0.3%, 0.3%, 0.0%
Wed, 2013.07.31 10:34, 10:34, EUR, low, German 30-y Bond Auction, 2.16|1.5, , 2.47|1.6
Wed, 2013.07.31 13:15, 13:15, USD, high, ADP Non-Farm Employment Change, 198K, 179K, 200K
Wed, 2013.07.31 13:30, 13:30, CAD, high, GDP m/m, 0.1%, 0.2%, 0.2%
Wed, 2013.07.31 13:30, 13:30, USD, high, Advance GDP q/q, 1.8%, 1.1%, 1.7%
Wed, 2013.07.31 13:30, 13:30, USD, medium, Advance GDP Price Index q/q, 1.2%, 1.1%, 0.7%
Wed, 2013.07.31 13:30, 13:30, USD, medium, Employment Cost Index q/q, 0.3%, 0.4%, 0.5%
Wed, 2013.07.31 14:45, 14:45, USD, medium, Chicago PMI, 51.6, 53.7, 52.3
Wed, 2013.07.31 15:30, 15:30, USD, medium, Crude Oil Inventories, -2.8M, -2.1M, 0.4M
Wed, 2013.07.31 19:00, 19:00, USD, high, FOMC Statement, , , 
Wed, 2013.07.31 19:00, 19:00, USD, medium, Federal Funds Rate, <0.25%, <0.25%, <0.25%
Thu, 2013.08.01 0:30, 0:30, AUD, low, AIG Manufacturing Index, 49.6, , 42.0
Thu, 2013.08.01 1:58, 1:58, CNY, high, Manufacturing PMI, 50.1, 49.8, 50.3
Thu, 2013.08.01 2:00, 2:00, AUD, medium, HIA New Home Sales m/m, 1.6%, , 3.4%
Thu, 2013.08.01 2:30, 2:30, AUD, medium, Import Prices q/q, 0.0%, 1.9%, -0.3%
Thu, 2013.08.01 2:45, 2:45, CNY, medium, Caixin Manufacturing PMI, 47.7, 47.7, 47.7
Thu, 2013.08.01 4:45, 4:45, JPY, low, 10-y Bond Auction, 0.88|2.4, , 0.80|3.5
Thu, 2013.08.01 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Thu, 2013.08.01 7:30, 7:30, AUD, low, Commodity Prices y/y, -10.4%, , -11.8%
Thu, 2013.08.01 8:15, 8:15, EUR, medium, Spanish Manufacturing PMI, 50.0, 50.7, 49.8
Thu, 2013.08.01 8:45, 8:45, EUR, medium, Italian Manufacturing PMI, 49.1, 49.8, 50.4
Thu, 2013.08.01 8:50, 8:50, EUR, low, French Final Manufacturing PMI, 49.8, 49.8, 49.7
Thu, 2013.08.01 8:55, 8:55, EUR, low, German Final Manufacturing PMI, 50.3, 50.3, 50.7
Thu, 2013.08.01 9:00, 9:00, EUR, low, Final Manufacturing PMI, 50.1, 50.1, 50.3
Thu, 2013.08.01 9:30, 9:30, GBP, high, Final Manufacturing PMI, 52.9, 52.8, 54.6
Thu, 2013.08.01 12:00, 12:00, GBP, high, Asset Purchase Facility, 375B, 375B, 375B
Thu, 2013.08.01 12:00, 12:00, GBP, high, Official Bank Rate, 0.50%, 0.50%, 0.50%
Thu, 2013.08.01 12:30, 12:30, USD, low, Challenger Job Cuts y/y, 4.8%, , 2.3%
Thu, 2013.08.01 12:45, 12:45, EUR, high, Main Refinancing Rate, 0.50%, 0.50%, 0.50%
Thu, 2013.08.01 13:30, 13:30, EUR, high, ECB Press Conference, , , 
Thu, 2013.08.01 13:30, 13:30, USD, high, Unemployment Claims, 345K, 346K, 326K
Thu, 2013.08.01 14:00, 14:00, USD, low, Final Manufacturing PMI, 53.2, 53.1, 53.7
Thu, 2013.08.01 14:30, 14:30, CAD, low, Manufacturing PMI, 52.4, , 52.0
Thu, 2013.08.01 15:00, 15:00, USD, high, ISM Manufacturing PMI, 50.9, 52.1, 55.4
Thu, 2013.08.01 15:00, 15:00, USD, low, Construction Spending m/m, 1.3%, 0.4%, -0.6%
Thu, 2013.08.01 15:00, 15:00, USD, low, ISM Manufacturing Prices, 52.5, 53.0, 49.0
Thu, 2013.08.01 15:30, 15:30, USD, low, Natural Gas Storage, 41B, 55B, 59B
Thu, 2013.08.01 5:00, 5:00, USD, low, Total Vehicle Sales, 16.0M, 15.8M, 15.7M
Fri, 2013.08.02 0:50, 0:50, JPY, low, Monetary Base y/y, 36.0%, 43.2%, 38.0%
Fri, 2013.08.02 2:30, 2:30, AUD, high, PPI q/q, 0.3%, 0.5%, 0.1%
Fri, 2013.08.02 7:00, 7:00, GBP, medium, Nationwide HPI m/m, 0.3%, 0.4%, 0.8%
Fri, 2013.08.02 8:00, 8:00, EUR, medium, Spanish Unemployment Change, -127.2K, -80.0K, -64.9K
Fri, 2013.08.02 8:30, 8:30, CHF, medium, Manufacturing PMI, 51.9, 53.1, 57.4
Fri, 2013.08.02 9:30, 9:30, GBP, high, Construction PMI, 51.0, 51.6, 57.0
Fri, 2013.08.02 10:00, 10:00, EUR, low, PPI m/m, -0.2%, 0.1%, 0.0%
Fri, 2013.08.02 13:30, 13:30, USD, high, Non-Farm Employment Change, 188K, 184K, 162K
Fri, 2013.08.02 13:30, 13:30, USD, high, Unemployment Rate, 7.6%, 7.5%, 7.4%
Fri, 2013.08.02 13:30, 13:30, USD, medium, Average Hourly Earnings m/m, 0.4%, 0.2%, -0.1%
Fri, 2013.08.02 13:30, 13:30, USD, medium, Core PCE Price Index m/m, 0.1%, 0.1%, 0.2%
Fri, 2013.08.02 13:30, 13:30, USD, low, Personal Income m/m, 0.4%, 0.5%, 0.3%
Fri, 2013.08.02 13:30, 13:30, USD, low, Personal Spending m/m, 0.2%, 0.5%, 0.5%
Fri, 2013.08.02 15:00, 15:00, USD, medium, Factory Orders m/m, 3.0%, 2.3%, 1.5%
Sat, 2013.08.03 5:15, 5:15, USD, high, FOMC Member Bullard Speaks, , , 
Sat, 2013.08.03 2:00, 2:00, CNY, medium, Non-Manufacturing PMI, 53.9, , 54.1
Mon, 2013.08.05 8:15, 8:15, EUR, medium, Spanish Services PMI, 47.8, 48.4, 48.5
Mon, 2013.08.05 8:45, 8:45, EUR, medium, Italian Services PMI, 45.8, 46.6, 48.7
Mon, 2013.08.05 8:50, 8:50, EUR, low, French Final Services PMI, 48.3, 48.3, 48.6
Mon, 2013.08.05 8:55, 8:55, EUR, low, German Final Services PMI, 52.5, 52.5, 51.3
Mon, 2013.08.05 9:00, 9:00, EUR, low, Final Services PMI, 49.6, 49.6, 49.8
Mon, 2013.08.05 9:30, 9:30, EUR, low, Sentix Investor Confidence, -12.6, 9.8, -4.9
Mon, 2013.08.05 9:30, 9:30, GBP, high, Final Services PMI, 56.9, 57.4, 60.2
Mon, 2013.08.05 10:00, 10:00, EUR, medium, Retail Sales m/m, 1.1%, -0.6%, -0.5%
Mon, 2013.08.05 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Mon, 2013.08.05 15:00, 15:00, USD, high, ISM Services PMI, 52.2, 53.2, 56.0
Mon, 2013.08.05 19:00, 19:00, USD, low, Loan Officer Survey, , , 
Tue, 2013.08.06 0:01, 0:01, GBP, medium, BRC Retail Sales Monitor y/y, 1.4%, , 2.2%
Tue, 2013.08.06 2:30, 2:30, AUD, high, Trade Balance, 0.51B, 0.81B, 0.60B
Tue, 2013.08.06 2:30, 2:30, AUD, medium, ANZ Job Advertisements m/m, -1.6%, , -1.1%
Tue, 2013.08.06 2:30, 2:30, AUD, medium, HPI q/q, 0.8%, 1.3%, 2.4%
Tue, 2013.08.06 17:30, 17:30, AUD, high, Cash Rate, 2.75%, 2.50%, 2.50%
Tue, 2013.08.06 17:30, 17:30, AUD, high, RBA Rate Statement, , , 
Tue, 2013.08.06 6:00, 6:00, JPY, low, Leading Indicators, 110.7%, 108.0%, 107.0%
Tue, 2013.08.06 8:00, 8:00, GBP, medium, Halifax HPI m/m, 0.7%, 0.3%, 0.9%
Tue, 2013.08.06 9:00, 9:00, EUR, low, Italian Industrial Production m/m, 0.1%, 0.5%, 0.3%
Tue, 2013.08.06 9:30, 9:30, GBP, high, Manufacturing Production m/m, -0.7%, 0.9%, 1.9%
Tue, 2013.08.06 9:30, 9:30, GBP, low, Industrial Production m/m, 0.0%, 0.7%, 1.1%
Tue, 2013.08.06 10:00, 10:00, EUR, medium, Italian Prelim GDP q/q, -0.6%, -0.4%, -0.2%
Tue, 2013.08.06 11:00, 11:00, EUR, medium, German Factory Orders m/m, -0.5%, 1.1%, 3.8%
Tue, 2013.08.06 13:30, 13:30, CAD, high, Trade Balance, -0.8B, -0.5B, -0.5B
Tue, 2013.08.06 13:30, 13:30, USD, high, Trade Balance, -44.1B, -43.1B, -34.2B
Tue, 2013.08.06 15:00, 15:00, GBP, medium, NIESR GDP Estimate, 0.6%, , 0.7%
Tue, 2013.08.06 15:00, 15:00, USD, medium, JOLTS Job Openings, 3.91M, 3.91M, 3.94M
Tue, 2013.08.06 15:00, 15:00, USD, low, IBD/TIPP Economic Optimism, 47.1, 47.9, 45.1
Tue, 2013.08.06 15:30, 15:30, NZD, low, GDT Price Index, 5.3%, , -2.4%
Tue, 2013.08.06 18:00, 18:00, USD, medium, FOMC Member Evans Speaks, , , 
Tue, 2013.08.06 23:45, 23:45, NZD, high, Employment Change q/q, 1.7%, 0.4%, 0.4%
Tue, 2013.08.06 23:45, 23:45, NZD, high, Unemployment Rate, 6.2%, 6.3%, 6.4%
Tue, 2013.08.06 23:45, 23:45, NZD, low, Labor Cost Index q/q, 0.4%, 0.5%, 0.4%
Wed, 2013.08.07 0:30, 0:30, AUD, low, AIG Construction Index, 39.5, , 44.1
Wed, 2013.08.07 2:30, 2:30, AUD, medium, Home Loans m/m, 1.7%, 2.2%, 2.7%
Wed, 2013.08.07 2:30, 2:30, AUD, medium, RBA Deputy Gov Debelle Speaks, , , 
Wed, 2013.08.07 6:45, 6:45, CHF, medium, SECO Consumer Climate, -5, -2, -9
Wed, 2013.08.07 7:45, 7:45, EUR, low, French Trade Balance, -5.7B, -5.0B, -4.4B
Wed, 2013.08.07 8:00, 8:00, CHF, medium, Foreign Currency Reserves, 435B, , 435B
Wed, 2013.08.07 8:15, 8:15, CHF, high, CPI m/m, 0.1%, -0.3%, -0.4%
Wed, 2013.08.07 10:30, 10:30, GBP, high, BOE Gov Carney Speaks, , , 
Wed, 2013.08.07 10:30, 10:30, GBP, high, BOE Monetary Policy Report, , , 
Wed, 2013.08.07 11:00, 11:00, EUR, medium, German Industrial Production m/m, -0.8%, 0.3%, 2.4%
Wed, 2013.08.07 13:30, 13:30, CAD, high, Building Permits m/m, 5.8%, -2.5%, -10.3%
Wed, 2013.08.07 15:00, 15:00, CAD, high, Ivey PMI, 55.3, 56.3, 48.4
Wed, 2013.08.07 15:30, 15:30, USD, medium, Crude Oil Inventories, 0.4M, -1.2M, -1.3M
Wed, 2013.08.07 18:00, 18:00, USD, medium, 10-y Bond Auction, 2.67|2.6, , 2.62|2.5
Wed, 2013.08.07 20:00, 20:00, USD, low, Consumer Credit m/m, 17.5B, 15.3B, 13.8B
Thu, 2013.08.08 0:50, 0:50, JPY, high, Current Account, 0.62T, 0.73T, 0.65T
Thu, 2013.08.08 0:50, 0:50, JPY, low, Bank Lending y/y, 1.9%, , 2.0%
Thu, 2013.08.08 2:30, 2:30, AUD, high, Employment Change, 9.3K, 6.2K, -10.2K
Thu, 2013.08.08 2:30, 2:30, AUD, high, Unemployment Rate, 5.7%, 5.8%, 5.7%
Thu, 2013.08.08 3:59, 3:59, JPY, high, Monetary Policy Statement, , , 
Thu, 2013.08.08 4:05, 4:05, CNY, high, USD-Denominated Trade Balance, 27.1B, 26.2B, 17.8B
Thu, 2013.08.08 6:00, 6:00, JPY, low, Economy Watchers Sentiment, 53.0, 53.5, 52.3
Thu, 2013.08.08 6:45, 6:45, CHF, low, Unemployment Rate, 3.2%, 3.2%, 3.2%
Thu, 2013.08.08 7:00, 7:00, EUR, medium, German Trade Balance, 14.6B, 15.2B, 15.7B
Thu, 2013.08.08 8:31, 8:31, JPY, high, BOJ Press Conference, , , 
Thu, 2013.08.08 9:00, 9:00, EUR, medium, ECB Monthly Bulletin, , , 
Thu, 2013.08.08 13:30, 13:30, CAD, medium, NHPI m/m, 0.1%, 0.3%, 0.2%
Thu, 2013.08.08 13:30, 13:30, USD, high, Unemployment Claims, 328K, 336K, 333K
Thu, 2013.08.08 15:00, 15:00, USD, medium, Mortgage Delinquencies, 7.25%, , 6.96%
Thu, 2013.08.08 15:30, 15:30, USD, low, Natural Gas Storage, 59B, 74B, 96B
Thu, 2013.08.08 18:00, 18:00, USD, low, 30-y Bond Auction, 3.66|2.3, , 3.65|2.1
Fri, 2013.08.09 0:50, 0:50, JPY, medium, Tertiary Industry Activity m/m, 1.3%, -0.2%, -0.3%
Fri, 2013.08.09 0:50, 0:50, JPY, low, M2 Money Stock y/y, 3.8%, 3.8%, 3.7%
Fri, 2013.08.09 2:30, 2:30, AUD, high, RBA Monetary Policy Statement, , , 
Fri, 2013.08.09 2:30, 2:30, CNY, high, CPI y/y, 2.7%, 2.8%, 2.7%
Fri, 2013.08.09 2:30, 2:30, CNY, medium, PPI y/y, -2.7%, -2.0%, -2.3%
Fri, 2013.08.09 4:45, 4:45, JPY, low, 30-y Bond Auction, 1.89|4.0, , 1.79|4.1
Fri, 2013.08.09 6:00, 6:00, JPY, low, BOJ Monthly Report, , , 
Fri, 2013.08.09 6:00, 6:00, JPY, low, Consumer Confidence, 44.3, 45.3, 43.6
Fri, 2013.08.09 6:30, 6:30, CNY, medium, Fixed Asset Investment ytd/y, 20.1%, 20.0%, 20.1%
Fri, 2013.08.09 6:30, 6:30, CNY, medium, Industrial Production y/y, 8.9%, 9.0%, 9.7%
Fri, 2013.08.09 6:30, 6:30, CNY, low, Retail Sales y/y, 13.3%, 13.5%, 13.2%
Fri, 2013.08.09 7:45, 7:45, EUR, medium, French Industrial Production m/m, -0.3%, 0.3%, -1.4%
Fri, 2013.08.09 7:45, 7:45, EUR, low, French Gov Budget Balance, -72.6B, , -59.3B
Fri, 2013.08.09 9:00, 9:00, EUR, low, Italian Trade Balance, 3.93B, 4.22B, 3.62B
Fri, 2013.08.09 9:05, 9:05, CNY, medium, New Loans, 861B, 635B, 700B
Fri, 2013.08.09 9:05, 9:05, CNY, low, M2 Money Supply y/y, 14.0%, 13.9%, 14.5%
Fri, 2013.08.09 9:30, 9:30, GBP, medium, Goods Trade Balance, -8.7B, -8.4B, -8.1B
Fri, 2013.08.09 9:30, 9:30, GBP, low, Construction Output m/m, -0.2%, -1.1%, -0.8%
Fri, 2013.08.09 10:00, 10:00, GBP, low, CB Leading Index m/m, 0.4%, , -0.2%
Fri, 2013.08.09 13:13, 13:13, CAD, low, Housing Starts, 194K, 193K, 193K
Fri, 2013.08.09 13:30, 13:30, CAD, high, Employment Change, -0.4K, 6.2K, -39.4K
Fri, 2013.08.09 13:30, 13:30, CAD, high, Unemployment Rate, 7.1%, 7.1%, 7.2%
Fri, 2013.08.09 15:00, 15:00, USD, low, Final Wholesale Inventories m/m, -0.6%, 0.5%, -0.2%
Mon, 2013.08.12 17:30, 17:30, JPY, low, Revised Industrial Production m/m, -3.3%, -3.1%, -3.1%
Mon, 2013.08.12 7:03, 7:03, JPY, low, Prelim Machine Tool Orders y/y, -12.4%, , -12.1%
Mon, 2013.08.12 8:15, 8:15, CHF, medium, Retail Sales y/y, 1.5%, 1.9%, 2.3%
Mon, 2013.08.12 18:54, 18:54, USD, medium, Federal Budget Balance, 116.5B, -95.3B, -97.6B
Tue, 2013.08.13 0:01, 0:01, GBP, low, RICS House Price Balance, 21%, 25%, 36%
Tue, 2013.08.13 0:50, 0:50, JPY, medium, Core Machinery Orders m/m, 10.5%, -7.1%, -2.7%
Tue, 2013.08.13 0:50, 0:50, JPY, medium, Monetary Policy Meeting Minutes, , , 
Tue, 2013.08.13 2:30, 2:30, AUD, medium, NAB Business Confidence, 0, , -3
Tue, 2013.08.13 7:00, 7:00, EUR, low, German Final CPI m/m, 0.5%, 0.5%, 0.5%
Tue, 2013.08.13 7:00, 7:00, EUR, low, German WPI m/m, -0.4%, 0.2%, -0.3%
Tue, 2013.08.13 9:30, 9:30, GBP, high, CPI y/y, 2.9%, 2.8%, 2.8%
Tue, 2013.08.13 9:30, 9:30, GBP, medium, PPI Input m/m, 0.2%, 1.2%, 1.1%
Tue, 2013.08.13 9:30, 9:30, GBP, medium, RPI y/y, 3.3%, 3.1%, 3.1%
Tue, 2013.08.13 9:30, 9:30, GBP, low, Core CPI y/y, 2.3%, 2.3%, 2.0%
Tue, 2013.08.13 9:30, 9:30, GBP, low, ONS HPI y/y, 2.9%, 3.6%, 3.1%
Tue, 2013.08.13 9:30, 9:30, GBP, low, PPI Output m/m, 0.1%, 0.3%, 0.2%
Tue, 2013.08.13 10:00, 10:00, EUR, high, German ZEW Economic Sentiment, 36.3, 40.3, 42.0
Tue, 2013.08.13 10:00, 10:00, EUR, medium, Industrial Production m/m, -0.2%, 1.1%, 0.7%
Tue, 2013.08.13 10:00, 10:00, EUR, medium, ZEW Economic Sentiment, 32.8, 37.4, 44.0
Tue, 2013.08.13 12:30, 12:30, USD, low, NFIB Small Business Index, 93.5, 95.4, 94.1
Tue, 2013.08.13 13:30, 13:30, USD, high, Core Retail Sales m/m, 0.1%, 0.4%, 0.5%
Tue, 2013.08.13 13:30, 13:30, USD, high, Retail Sales m/m, 0.6%, 0.2%, 0.2%
Tue, 2013.08.13 13:30, 13:30, USD, medium, Import Prices m/m, -0.4%, 0.9%, 0.2%
Tue, 2013.08.13 15:00, 15:00, USD, medium, Business Inventories m/m, -0.1%, 0.3%, 0.0%
Tue, 2013.08.13 23:45, 23:45, NZD, high, Retail Sales q/q, 0.9%, 1.4%, 1.7%
Tue, 2013.08.13 23:49, 23:49, NZD, medium, Core Retail Sales q/q, 1.0%, 1.3%, 2.3%
Wed, 2013.08.14 1:30, 1:30, AUD, medium, Westpac Consumer Sentiment, -0.1%, , 3.5%
Wed, 2013.08.14 2:30, 2:30, AUD, medium, Wage Price Index q/q, 0.7%, 0.8%, 0.7%
Wed, 2013.08.14 6:30, 6:30, EUR, medium, French Prelim GDP q/q, -0.2%, 0.1%, 0.5%
Wed, 2013.08.14 7:00, 7:00, EUR, high, German Prelim GDP q/q, 0.1%, 0.6%, 0.7%
Wed, 2013.08.14 7:45, 7:45, EUR, medium, French Prelim Private Payrolls q/q, -0.1%, 0.0%, -0.2%
Wed, 2013.08.14 7:45, 7:45, EUR, low, French Final CPI m/m, 0.2%, -0.1%, -0.3%
Wed, 2013.08.14 8:15, 8:15, CHF, medium, PPI m/m, 0.1%, 0.4%, 0.0%
