Mon, 2022.09.05 8:00, 8:00, CHF, low, GDP q/q, 0.5%, 0.4%, 
Fri, 2022.11.11 12:55, 12:55, GBP, low, NIESR GDP Estimate, -0.2%, , -0.3%
Fri, 2022.11.11 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Fri, 2022.11.11 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Fri, 2022.11.11 15:00, 15:00, USD, high, Prelim UoM Consumer Sentiment, 59.9, 59.5, 54.7
Fri, 2022.11.11 15:00, 15:00, USD, medium, Prelim UoM Inflation Expectations, 5.0%, , 5.1%
Fri, 2022.11.11 16:00, 16:00, GBP, low, MPC Member Haskel Speaks, , , 
Sat, 2022.11.12 5:30, 5:30, EUR, low, German Buba President Nagel Speaks, , , 
Mon, 2022.11.14 7:30, 7:30, CHF, low, PPI m/m, 0.2%, 0.2%, 0.0%
Mon, 2022.11.14 10:00, 10:00, EUR, low, Industrial Production m/m, 2.0%, 0.1%, 0.9%
Mon, 2022.11.14 13:45, 13:45, CAD, high, BOC Gov Macklem Speaks, , , 
Mon, 2022.11.14 14:30, 14:30, GBP, low, CB Leading Index m/m, -0.6%, , -0.9%
Mon, 2022.11.14 16:30, 16:30, CHF, medium, SNB Chairman Jordan Speaks, , , 
Mon, 2022.11.14 16:30, 16:30, USD, medium, FOMC Member Brainard Speaks, , , 
Mon, 2022.11.14 21:45, 21:45, NZD, low, Visitor Arrivals m/m, -3.3%, , 16.6%
Mon, 2022.11.14 23:50, 23:50, JPY, low, Prelim GDP Price Index y/y, -0.3%, -0.6%, -0.5%
Mon, 2022.11.14 23:50, 23:50, JPY, low, Prelim GDP q/q, 0.9%, 0.3%, -0.3%
Tue, 2022.11.15 0:30, 0:30, AUD, high, Monetary Policy Meeting Minutes, , , 
Tue, 2022.11.15 2:00, 2:00, CNY, low, Fixed Asset Investment ytd/y, 5.9%, 5.9%, 5.8%
Tue, 2022.11.15 2:00, 2:00, CNY, low, Industrial Production y/y, 6.3%, 5.4%, 5.0%
Tue, 2022.11.15 2:00, 2:00, CNY, low, NBS Press Conference, , , 
Tue, 2022.11.15 2:00, 2:00, CNY, low, Retail Sales y/y, 2.5%, 0.7%, -0.5%
Tue, 2022.11.15 2:00, 2:00, CNY, low, Unemployment Rate, 5.5%, 5.5%, 5.5%
Tue, 2022.11.15 4:30, 4:30, JPY, low, Revised Industrial Production m/m, -1.6%, -1.6%, -1.7%
Tue, 2022.11.15 7:00, 7:00, EUR, low, German WPI m/m, 1.6%, 1.2%, -0.6%
Tue, 2022.11.15 7:00, 7:00, GBP, high, Claimant Count Change, 3.9K, 17.3K, 3.3K
Tue, 2022.11.15 7:00, 7:00, GBP, medium, Average Earnings Index 3m/y, 6.1%, 5.9%, 6.0%
Tue, 2022.11.15 7:00, 7:00, GBP, low, Unemployment Rate, 3.5%, 3.5%, 3.6%
Tue, 2022.11.15 7:45, 7:45, EUR, low, French Final CPI m/m, 1.0%, 1.0%, 1.0%
Tue, 2022.11.15 10:00, 10:00, EUR, medium, German ZEW Economic Sentiment, -59.2, -50.9, -36.7
Tue, 2022.11.15 10:00, 10:00, EUR, low, Flash Employment Change q/q, 0.4%, 0.4%, 0.2%
Tue, 2022.11.15 10:00, 10:00, EUR, low, Flash GDP q/q, 0.2%, 0.2%, 0.2%
Tue, 2022.11.15 10:00, 10:00, EUR, low, Trade Balance, -47.6B, -42.3B, -37.7B
Tue, 2022.11.15 10:00, 10:00, EUR, low, ZEW Economic Sentiment, -59.7, -52.0, -38.7
Tue, 2022.11.15 13:30, 13:30, CAD, low, Manufacturing Sales m/m, -1.9%, -0.5%, 0.0%
Tue, 2022.11.15 13:30, 13:30, CAD, low, Wholesale Sales m/m, 1.9%, -0.1%, 0.1%
Tue, 2022.11.15 13:30, 13:30, USD, high, Empire State Manufacturing Index, -9.1, -6.1, 4.5
Tue, 2022.11.15 13:30, 13:30, USD, high, PPI m/m, 0.2%, 0.4%, 0.2%
Tue, 2022.11.15 13:30, 13:30, USD, medium, Core PPI m/m, 0.2%, 0.3%, 0.0%
Tue, 2022.11.15 14:00, 14:00, USD, low, FOMC Member Cook Speaks, , , 
Tue, 2022.11.15 14:17, 14:17, NZD, low, GDT Price Index, -3.9%, , 2.4%
Tue, 2022.11.15 15:00, 15:00, USD, low, FOMC Member Barr Speaks, , , 
Tue, 2022.11.15 5:00, 5:00, All, medium, G20 Meetings, , , 
Tue, 2022.11.15 23:30, 23:30, AUD, low, MI Leading Index m/m, -0.1%, , -0.1%
Tue, 2022.11.15 23:50, 23:50, JPY, low, Core Machinery Orders m/m, -5.8%, 0.6%, -4.6%
Wed, 2022.11.16 0:30, 0:30, AUD, high, Wage Price Index q/q, 0.8%, 0.9%, 1.0%
Wed, 2022.11.16 4:30, 4:30, JPY, low, Tertiary Industry Activity m/m, 0.7%, 0.6%, -0.4%
Wed, 2022.11.16 7:00, 7:00, GBP, high, CPI y/y, 10.1%, 10.7%, 11.1%
Wed, 2022.11.16 7:00, 7:00, GBP, low, Core CPI y/y, 6.5%, 6.4%, 6.5%
Wed, 2022.11.16 7:00, 7:00, GBP, low, PPI Input m/m, 0.9%, 0.3%, 0.6%
Wed, 2022.11.16 7:00, 7:00, GBP, low, PPI Output m/m, 0.3%, 0.5%, 0.3%
Wed, 2022.11.16 7:00, 7:00, GBP, low, RPI y/y, 12.6%, 13.6%, 14.2%
Wed, 2022.11.16 9:00, 9:00, EUR, medium, ECB Financial Stability Review, , , 
Wed, 2022.11.16 9:30, 9:30, GBP, low, HPI y/y, 13.1%, 9.8%, 9.5%
Wed, 2022.11.16 13:15, 13:15, CAD, low, Housing Starts, 299k, 273K, 267k
Wed, 2022.11.16 13:30, 13:30, CAD, high, CPI m/m, 0.1%, 0.8%, 0.7%
Wed, 2022.11.16 13:30, 13:30, CAD, high, Median CPI y/y, 4.7%, 4.8%, 4.8%
Wed, 2022.11.16 13:30, 13:30, CAD, high, Trimmed CPI y/y, 5.2%, 5.3%, 5.3%
Wed, 2022.11.16 13:30, 13:30, CAD, medium, Common CPI y/y, 6.2%, 5.9%, 6.2%
Wed, 2022.11.16 13:30, 13:30, CAD, low, Core CPI m/m, 0.4%, , 0.4%
Wed, 2022.11.16 13:30, 13:30, USD, high, Core Retail Sales m/m, 0.1%, 0.5%, 1.3%
Wed, 2022.11.16 13:30, 13:30, USD, high, Retail Sales m/m, 0.0%, 1.0%, 1.3%
Wed, 2022.11.16 13:30, 13:30, USD, low, Import Prices m/m, -1.1%, -0.5%, -0.2%
Wed, 2022.11.16 14:15, 14:15, GBP, high, Monetary Policy Report Hearings, , , 
Wed, 2022.11.16 14:15, 14:15, USD, low, Capacity Utilization Rate, 80.1%, 80.4%, 79.9%
Wed, 2022.11.16 14:15, 14:15, USD, low, Industrial Production m/m, 0.1%, 0.1%, -0.1%
Wed, 2022.11.16 14:50, 14:50, USD, low, FOMC Member Williams Speaks, , , 
Wed, 2022.11.16 15:00, 15:00, EUR, medium, ECB President Lagarde Speaks, , , 
Wed, 2022.11.16 15:00, 15:00, USD, low, Business Inventories m/m, 0.9%, 0.5%, 0.4%
Wed, 2022.11.16 15:00, 15:00, USD, low, FOMC Member Barr Speaks, , , 
Wed, 2022.11.16 15:00, 15:00, USD, low, NAHB Housing Market Index, 38, 36, 33
Wed, 2022.11.16 5:00, 5:00, All, medium, G20 Meetings, , , 
Wed, 2022.11.16 15:30, 15:30, USD, low, Crude Oil Inventories, 3.9M, -2.0M, -5.4M
Wed, 2022.11.16 19:35, 19:35, USD, low, FOMC Member Waller Speaks, , , 
Wed, 2022.11.16 21:00, 21:00, USD, low, TIC Long-Term Purchases, 198.3B, 113.0B, 118.0B
Wed, 2022.11.16 21:45, 21:45, NZD, low, PPI Input q/q, 3.1%, 2.6%, 0.8%
Wed, 2022.11.16 21:45, 21:45, NZD, low, PPI Output q/q, 2.4%, 2.1%, 1.6%
Wed, 2022.11.16 23:50, 23:50, JPY, low, Trade Balance, -2.04T, -1.93T, -2.30T
Thu, 2022.11.17 0:30, 0:30, AUD, high, Employment Change, -3.8K, 15.0K, 32.2K
Thu, 2022.11.17 0:30, 0:30, AUD, high, Unemployment Rate, 3.5%, 3.5%, 3.4%
Thu, 2022.11.17 7:00, 7:00, CHF, low, Trade Balance, 4.19B, 3.70B, 4.14B
Thu, 2022.11.17 7:00, 7:00, CNY, low, Foreign Direct Investment ytd/y, 15.6%, , 14.4%
Thu, 2022.11.17 9:00, 9:00, EUR, low, Italian Trade Balance, -9.51B, -4.05B, -6.45B
Thu, 2022.11.17 9:44, 9:44, EUR, low, Spanish 10-y Bond Auction, 3.31|2.1, , 2.90|1.8
Thu, 2022.11.17 10:00, 10:00, EUR, low, Final CPI y/y, 10.7%, 10.7%, 10.6%
Thu, 2022.11.17 10:00, 10:00, EUR, low, Final Core CPI y/y, 5.0%, 5.0%, 5.0%
Thu, 2022.11.17 11:32, 11:32, GBP, high, Autumn Forecast Statement, , , 
Thu, 2022.11.17 12:30, 12:30, GBP, low, MPC Member Pill Speaks, , , 
Thu, 2022.11.17 13:00, 13:00, USD, medium, FOMC Member Bullard Speaks, , , 
Thu, 2022.11.17 13:30, 13:30, USD, high, Philly Fed Manufacturing Index, -8.7, -6.0, -19.4
Thu, 2022.11.17 13:30, 13:30, USD, medium, Unemployment Claims, 226K, 228K, 222K
Thu, 2022.11.17 13:30, 13:30, USD, low, Building Permits, 1.56M, 1.51M, 1.53M
Thu, 2022.11.17 13:30, 13:30, USD, low, Housing Starts, 1.49M, 1.41M, 1.43M
Thu, 2022.11.17 14:15, 14:15, USD, low, FOMC Member Bowman Speaks, , , 
Thu, 2022.11.17 14:30, 14:30, GBP, low, MPC Member Tenreyro Speaks, , , 
Thu, 2022.11.17 14:40, 14:40, USD, medium, FOMC Member Mester Speaks, , , 
Thu, 2022.11.17 15:30, 15:30, USD, low, Natural Gas Storage, 79B, 66B, 64B
Thu, 2022.11.17 15:40, 15:40, USD, low, FOMC Member Jefferson Speaks, , , 
Fri, 2022.11.18 5:30, 5:30, CHF, medium, Gov Board Member Maechler Speaks, , , 
Thu, 2022.11.17 23:30, 23:30, JPY, low, National Core CPI y/y, 3.0%, 3.5%, 3.6%
Fri, 2022.11.18 0:01, 0:01, GBP, low, GfK Consumer Confidence, -47, -46, -44
Fri, 2022.11.18 7:00, 7:00, GBP, medium, Retail Sales m/m, -1.5%, 0.5%, 0.6%
Fri, 2022.11.18 8:30, 8:30, EUR, medium, ECB President Lagarde Speaks, , , 
Fri, 2022.11.18 13:00, 13:00, EUR, low, German Buba President Nagel Speaks, , , 
Fri, 2022.11.18 13:15, 13:15, GBP, low, MPC Member Mann Speaks, , , 
Fri, 2022.11.18 13:30, 13:30, CAD, low, Foreign Securities Purchases, 26.22B, 6.44B, -22.27B
Fri, 2022.11.18 13:30, 13:30, CAD, low, IPPI m/m, 0.0%, 0.6%, 2.4%
Fri, 2022.11.18 13:30, 13:30, CAD, low, RMPI m/m, -3.1%, 0.2%, 1.3%
Fri, 2022.11.18 15:00, 15:00, USD, medium, Existing Home Sales, 4.71M, 4.41M, 4.43M
Fri, 2022.11.18 15:00, 15:00, USD, low, CB Leading Index m/m, -0.5%, -0.4%, -0.8%
Sat, 2022.11.19 5:15, 5:15, GBP, low, MPC Member Haskel Speaks, , , 
Mon, 2022.11.21 7:00, 7:00, EUR, low, German PPI m/m, 2.3%, 0.9%, -4.2%
Mon, 2022.11.21 9:05, 9:05, GBP, low, MPC Member Cunliffe Speaks, , , 
Mon, 2022.11.21 15:30, 15:30, AUD, low, CB Leading Index m/m, 0.2%, , -0.2%
Tue, 2022.11.22 5:30, 5:30, EUR, low, German Buba President Nagel Speaks, , , 
Mon, 2022.11.21 21:45, 21:45, NZD, low, Trade Balance, -1696M, -1715M, -2129M
Tue, 2022.11.22 17:05, 17:05, JPY, low, BOJ Core CPI y/y, 2.0%, 2.2%, 2.7%
Tue, 2022.11.22 7:00, 7:00, GBP, low, Public Sector Net Borrowing, 16.9B, 19.1B, 12.7B
Tue, 2022.11.22 8:30, 8:30, AUD, high, RBA Gov Lowe Speaks, , , 
Tue, 2022.11.22 9:00, 9:00, EUR, low, Current Account, -26.9B, -20.3B, -8.1B
Tue, 2022.11.22 13:30, 13:30, CAD, medium, Core Retail Sales m/m, 0.5%, -0.6%, -0.7%
Tue, 2022.11.22 13:30, 13:30, CAD, medium, Retail Sales m/m, 0.4%, -0.5%, -0.5%
Tue, 2022.11.22 13:30, 13:30, CAD, low, NHPI m/m, -0.1%, 0.2%, -0.2%
Tue, 2022.11.22 15:00, 15:00, EUR, low, Consumer Confidence, -28, -26, -24
Tue, 2022.11.22 15:00, 15:00, USD, medium, Richmond Manufacturing Index, -10, -9, -9
Tue, 2022.11.22 16:00, 16:00, USD, medium, FOMC Member Mester Speaks, , , 
Tue, 2022.11.22 16:45, 16:45, CAD, low, Gov Council Member Rogers Speaks, , , 
Tue, 2022.11.22 18:00, 18:00, EUR, low, German Buba President Nagel Speaks, , , 
Tue, 2022.11.22 19:15, 19:15, USD, medium, FOMC Member Bullard Speaks, , , 
Tue, 2022.11.22 19:15, 19:15, USD, medium, FOMC Member George Speaks, , , 
Tue, 2022.11.22 22:00, 22:00, AUD, low, Flash Manufacturing PMI, 52.7, , 51.5
Tue, 2022.11.22 22:00, 22:00, AUD, low, Flash Services PMI, 49.3, , 47.2
Tue, 2022.11.22 5:00, 5:00, JPY, holiday, Bank Holiday, , , 
Wed, 2022.11.23 1:00, 1:00, NZD, high, Official Cash Rate, 3.50%, 4.25%, 4.25%
Wed, 2022.11.23 1:00, 1:00, NZD, high, RBNZ Monetary Policy Statement, , , 
Wed, 2022.11.23 1:00, 1:00, NZD, high, RBNZ Rate Statement, , , 
Wed, 2022.11.23 2:00, 2:00, NZD, high, RBNZ Press Conference, , , 
Wed, 2022.11.23 8:15, 8:15, EUR, high, French Flash Services PMI, 51.7, 50.6, 49.4
Wed, 2022.11.23 8:15, 8:15, EUR, medium, French Flash Manufacturing PMI, 47.2, 46.9, 49.1
Wed, 2022.11.23 8:30, 8:30, EUR, high, German Flash Manufacturing PMI, 45.1, 44.9, 46.7
Wed, 2022.11.23 8:30, 8:30, EUR, high, German Flash Services PMI, 46.5, 46.1, 46.4
Wed, 2022.11.23 9:00, 9:00, EUR, low, Flash Manufacturing PMI, 46.4, 46.0, 47.3
Wed, 2022.11.23 9:00, 9:00, EUR, low, Flash Services PMI, 48.6, 48.0, 48.6
Wed, 2022.11.23 9:30, 9:30, GBP, high, Flash Manufacturing PMI, 46.2, 45.7, 46.2
Wed, 2022.11.23 9:30, 9:30, GBP, high, Flash Services PMI, 48.8, 48.0, 48.8
Wed, 2022.11.23 10:34, 10:34, EUR, low, German 30-y Bond Auction, 1.10|1.6, , 1.94|1.8
Wed, 2022.11.23 11:00, 11:00, EUR, low, German Buba Monthly Report, , , 
Wed, 2022.11.23 13:30, 13:30, CAD, low, Corporate Profits q/q, 6.5%, , -8.1%
Wed, 2022.11.23 13:30, 13:30, USD, medium, Core Durable Goods Orders m/m, -0.9%, 0.0%, 0.5%
Wed, 2022.11.23 13:30, 13:30, USD, medium, Durable Goods Orders m/m, 0.3%, 0.4%, 1.0%
Wed, 2022.11.23 13:30, 13:30, USD, medium, Unemployment Claims, 223K, 225K, 240K
Wed, 2022.11.23 14:45, 14:45, USD, high, Flash Services PMI, 47.8, 48.0, 46.1
Wed, 2022.11.23 14:45, 14:45, USD, medium, Flash Manufacturing PMI, 50.4, 50.0, 47.6
Wed, 2022.11.23 15:00, 15:00, USD, medium, New Home Sales, 588K, 570K, 632K
Wed, 2022.11.23 15:00, 15:00, USD, medium, Revised UoM Consumer Sentiment, 54.7, 55.0, 56.8
Wed, 2022.11.23 15:00, 15:00, USD, low, Revised UoM Inflation Expectations, 5.1%, , 4.9%
Wed, 2022.11.23 15:30, 15:30, GBP, low, MPC Member Pill Speaks, , , 
Wed, 2022.11.23 15:30, 15:30, USD, low, Crude Oil Inventories, -5.4M, -2.6M, -3.7M
Thu, 2022.11.24 5:00, 5:00, USD, low, Natural Gas Storage, 64B, -86B, -80B
Wed, 2022.11.23 19:00, 19:00, NZD, high, RBNZ Gov Orr Speaks, , , 
Wed, 2022.11.23 19:00, 19:00, USD, high, FOMC Meeting Minutes, , , 
Wed, 2022.11.23 21:30, 21:30, CAD, high, BOC Gov Macklem Speaks, , , 
Thu, 2022.11.24 0:30, 0:30, JPY, low, Flash Manufacturing PMI, 50.7, 50.9, 49.4
Thu, 2022.11.24 9:00, 9:00, EUR, medium, German ifo Business Climate, 84.5, 85.0, 86.3
Thu, 2022.11.24 9:45, 9:45, GBP, low, MPC Member Ramsden Speaks, , , 
Thu, 2022.11.24 10:30, 10:30, GBP, low, MPC Member Pill Speaks, , , 
Thu, 2022.11.24 11:00, 11:00, GBP, low, CBI Industrial Order Expectations, -4, -9, -5
Thu, 2022.11.24 12:30, 12:30, EUR, low, ECB Monetary Policy Meeting Accounts, , , 
Thu, 2022.11.24 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Thu, 2022.11.24 13:45, 13:45, GBP, low, MPC Member Mann Speaks, , , 
Thu, 2022.11.24 13:57, 13:57, EUR, low, Belgian NBB Business Climate, -15.5, -14.2, -16.6
Thu, 2022.11.24 21:45, 21:45, NZD, medium, Retail Sales q/q, -2.2%, 0.5%, 0.4%
Thu, 2022.11.24 21:45, 21:45, NZD, low, Core Retail Sales q/q, -1.5%, 0.7%, 0.4%
Thu, 2022.11.24 23:30, 23:30, JPY, low, Tokyo Core CPI y/y, 3.4%, 3.5%, 3.6%
Thu, 2022.11.24 23:50, 23:50, JPY, low, SPPI y/y, 2.1%, 2.1%, 1.8%
Fri, 2022.11.25 7:00, 7:00, EUR, low, German Final GDP q/q, 0.3%, 0.3%, 0.4%
Fri, 2022.11.25 7:00, 7:00, EUR, low, German GfK Consumer Climate, -41.9, -39.5, -40.2
Mon, 2022.11.28 9:00, 9:00, EUR, low, M3 Money Supply y/y, 6.3%, 6.1%, 5.1%
Mon, 2022.11.28 9:00, 9:00, EUR, low, Private Loans y/y, 4.4%, 4.5%, 4.2%
Mon, 2022.11.28 11:00, 11:00, GBP, low, CBI Realized Sales, 18, 2, -19
Mon, 2022.11.28 13:30, 13:30, CAD, low, Current Account, 2.6B, -4.0B, -11.1B
Mon, 2022.11.28 14:00, 14:00, EUR, medium, ECB President Lagarde Speaks, , , 
Tue, 2022.11.29 5:00, 5:00, USD, medium, FOMC Member Bullard Speaks, , , 
Tue, 2022.11.29 5:00, 5:00, USD, low, FOMC Member Williams Speaks, , , 
Tue, 2022.11.29 5:10, 5:10, EUR, low, German Buba President Nagel Speaks, , , 
Mon, 2022.11.28 23:30, 23:30, JPY, low, Unemployment Rate, 2.6%, 2.5%, 2.6%
Mon, 2022.11.28 23:50, 23:50, JPY, low, Retail Sales y/y, 4.8%, 5.0%, 4.3%
Tue, 2022.11.29 5:00, 5:00, EUR, medium, German Prelim CPI m/m, 0.9%, -0.2%, -0.5%
Tue, 2022.11.29 8:00, 8:00, CHF, low, GDP q/q, 0.1%, 0.3%, 0.2%
Tue, 2022.11.29 8:00, 8:00, EUR, low, Spanish Flash CPI y/y, 7.3%, 7.4%, 6.8%
Tue, 2022.11.29 9:30, 9:30, GBP, low, M4 Money Supply m/m, 2.1%, 0.8%, 0.0%
Tue, 2022.11.29 9:30, 9:30, GBP, low, Mortgage Approvals, 66K, 60K, 59K
Tue, 2022.11.29 9:32, 9:32, GBP, low, Net Lending to Individuals m/m, 6.5B, 6.7B, 4.7B
Tue, 2022.11.29 10:10, 10:10, EUR, low, Italian 10-y Bond Auction, 4.24|1.3, , 3.96|1.5
Tue, 2022.11.29 12:35, 12:35, GBP, low, MPC Member Mann Speaks, , , 
Tue, 2022.11.29 13:30, 13:30, CAD, high, GDP m/m, 0.3%, 0.1%, 0.1%
Tue, 2022.11.29 14:00, 14:00, CNY, low, CB Leading Index m/m, -0.4%, , -0.5%
Tue, 2022.11.29 14:00, 14:00, USD, low, HPI m/m, -0.7%, -1.2%, 0.1%
Tue, 2022.11.29 14:00, 14:00, USD, low, S&P/CS Composite-20 HPI y/y, 13.1%, 10.5%, 10.4%
Tue, 2022.11.29 15:00, 15:00, CHF, low, Gov Board Member Schlegel Speaks, , , 
Tue, 2022.11.29 15:00, 15:00, GBP, high, BOE Gov Bailey Speaks, , , 
Tue, 2022.11.29 15:00, 15:00, USD, high, CB Consumer Confidence, 102.2, 100.0, 100.2
Tue, 2022.11.29 21:45, 21:45, NZD, low, Building Consents m/m, 3.6%, , -10.7%
Tue, 2022.11.29 23:50, 23:50, JPY, low, Prelim Industrial Production m/m, -1.7%, -1.8%, -2.6%
Wed, 2022.11.30 0:00, 0:00, NZD, low, ANZ Business Confidence, -42.7, , -57.1
Wed, 2022.11.30 0:01, 0:01, GBP, low, BRC Shop Price Index y/y, 6.6%, , 7.4%
Wed, 2022.11.30 0:30, 0:30, AUD, high, CPI y/y, 7.3%, 7.6%, 6.9%
Wed, 2022.11.30 0:30, 0:30, AUD, low, Building Approvals m/m, -8.1%, -2.0%, -6.0%
Wed, 2022.11.30 0:30, 0:30, AUD, low, Construction Work Done q/q, -2.0%, 1.4%, 2.2%
Wed, 2022.11.30 0:30, 0:30, AUD, low, Private Sector Credit m/m, 0.7%, 0.6%, 0.6%
Wed, 2022.11.30 1:30, 1:30, CNY, low, Manufacturing PMI, 49.2, 49.0, 48.0
Wed, 2022.11.30 1:32, 1:32, CNY, low, Non-Manufacturing PMI, 48.7, 48.0, 46.7
Wed, 2022.11.30 17:00, 17:00, JPY, low, Housing Starts y/y, 1.0%, -1.1%, -1.8%
Wed, 2022.11.30 7:45, 7:45, EUR, low, French Consumer Spending m/m, 1.3%, -0.9%, -2.8%
Wed, 2022.11.30 7:45, 7:45, EUR, low, French Prelim CPI m/m, 1.0%, 0.3%, 0.4%
Wed, 2022.11.30 7:45, 7:45, EUR, low, French Prelim GDP q/q, 0.2%, 0.2%, 0.2%
Wed, 2022.11.30 8:00, 8:00, CHF, low, KOF Economic Barometer, 90.9, 91.9, 89.5
Wed, 2022.11.30 8:30, 8:30, GBP, low, MPC Member Pill Speaks, , , 
Wed, 2022.11.30 8:55, 8:55, EUR, low, German Unemployment Change, 9K, 14K, 17K
Wed, 2022.11.30 9:00, 9:00, CHF, low, Credit Suisse Economic Expectations, -53.1, , -57.5
Wed, 2022.11.30 10:00, 10:00, EUR, medium, CPI Flash Estimate y/y, 10.6%, 10.4%, 10.0%
Wed, 2022.11.30 10:00, 10:00, EUR, medium, Core CPI Flash Estimate y/y, 5.0%, 5.0%, 5.0%
Wed, 2022.11.30 10:00, 10:00, EUR, low, Italian Prelim CPI m/m, 3.4%, 0.3%, 0.5%
Wed, 2022.11.30 10:35, 10:35, EUR, low, German 10-y Bond Auction, 2.25|1.7, , 1.95|2.0
Wed, 2022.11.30 13:15, 13:15, USD, high, ADP Non-Farm Employment Change, 239K, 196K, 127K
Wed, 2022.11.30 13:30, 13:30, USD, high, Prelim GDP q/q, 2.6%, 2.8%, 2.9%
Wed, 2022.11.30 13:30, 13:30, USD, low, Goods Trade Balance, -91.9B, -90.7B, -99.0B
Wed, 2022.11.30 13:30, 13:30, USD, low, Prelim GDP Price Index q/q, 4.1%, 4.1%, 4.3%
Wed, 2022.11.30 13:30, 13:30, USD, low, Prelim Wholesale Inventories m/m, 0.6%, 0.5%, 0.8%
Wed, 2022.11.30 14:45, 14:45, USD, low, Chicago PMI, 45.2, 47.0, 37.2
Wed, 2022.11.30 15:00, 15:00, USD, high, JOLTS Job Openings, 10.69M, 10.24M, 10.33M
Wed, 2022.11.30 15:00, 15:00, USD, medium, Pending Home Sales m/m, -8.7%, -5.8%, -4.6%
Wed, 2022.11.30 15:30, 15:30, USD, low, Crude Oil Inventories, -3.7M, -3.2M, -12.6M
Thu, 2022.12.01 5:35, 5:35, USD, low, FOMC Member Cook Speaks, , , 
Wed, 2022.11.30 18:30, 18:30, USD, high, Fed Chair Powell Speaks, , , 
Wed, 2022.11.30 19:00, 19:00, USD, low, Beige Book, , , 
Wed, 2022.11.30 21:30, 21:30, AUD, low, AIG Manufacturing Index, 49.6, , 44.7
Wed, 2022.11.30 23:50, 23:50, JPY, low, Capital Spending q/y, 4.6%, 6.4%, 9.8%
Thu, 2022.12.01 0:30, 0:30, AUD, low, Private Capital Expenditure q/q, -0.3%, 1.6%, -0.6%
Thu, 2022.12.01 0:30, 0:30, JPY, low, Final Manufacturing PMI, 49.4, 49.4, 49.0
Thu, 2022.12.01 1:45, 1:45, CNY, low, Caixin Manufacturing PMI, 49.2, 48.9, 49.4
Thu, 2022.12.01 3:35, 3:35, JPY, low, 10-y Bond Auction, 0.25|5.2, , 0.25|6.0
Thu, 2022.12.01 17:00, 17:00, JPY, low, Consumer Confidence, 29.9, 30.0, 28.6
Thu, 2022.12.01 17:30, 17:30, AUD, low, Commodity Prices y/y, 31.6%, , 19.1%
Thu, 2022.12.01 7:00, 7:00, EUR, low, German Retail Sales m/m, 1.2%, -0.6%, -2.8%
Thu, 2022.12.01 7:00, 7:00, GBP, low, Nationwide HPI m/m, -0.9%, -0.3%, -1.4%
Thu, 2022.12.01 7:30, 7:30, CHF, high, CPI m/m, 0.1%, 0.0%, 0.0%
Thu, 2022.12.01 7:30, 7:30, CHF, low, Retail Sales y/y, 2.6%, 3.5%, -2.5%
Thu, 2022.12.01 8:15, 8:15, EUR, low, Spanish Manufacturing PMI, 44.7, 45.9, 45.7
Thu, 2022.12.01 8:30, 8:30, CHF, low, Manufacturing PMI, 54.9, 54.1, 53.9
Thu, 2022.12.01 8:45, 8:45, EUR, low, Italian Manufacturing PMI, 46.5, 47.0, 48.4
Thu, 2022.12.01 8:50, 8:50, EUR, low, French Final Manufacturing PMI, 49.1, 49.1, 48.3
Thu, 2022.12.01 8:55, 8:55, EUR, low, German Final Manufacturing PMI, 46.7, 46.7, 46.2
Thu, 2022.12.01 9:00, 9:00, EUR, low, Final Manufacturing PMI, 47.3, 47.3, 47.1
Thu, 2022.12.01 9:00, 9:00, EUR, low, Italian Monthly Unemployment Rate, 7.9%, 8.0%, 7.8%
Thu, 2022.12.01 9:30, 9:30, GBP, low, Final Manufacturing PMI, 46.2, 46.2, 46.5
Thu, 2022.12.01 10:00, 10:00, EUR, low, Unemployment Rate, 6.6%, 6.6%, 6.5%
Thu, 2022.12.01 10:02, 10:02, EUR, low, French 10-y Bond Auction, 2.76|2.1, , 2.19|2.2
Thu, 2022.12.01 10:03, 10:03, GBP, low, 30-y Bond Auction, 2.36|2.5, , 3.41|2.1
Thu, 2022.12.01 10:06, 10:06, EUR, low, Spanish 10-y Bond Auction, 2.90|1.8, , 2.66|2.2
Thu, 2022.12.01 12:30, 12:30, USD, low, Challenger Job Cuts y/y, 48.3%, , 416.5%
Thu, 2022.12.01 13:30, 13:30, CAD, low, Labor Productivity q/q, 0.2%, 0.3%, 0.6%
Thu, 2022.12.01 13:30, 13:30, USD, high, Core PCE Price Index m/m, 0.5%, 0.3%, 0.2%
Thu, 2022.12.01 13:30, 13:30, USD, medium, Unemployment Claims, 241K, 234K, 225K
Thu, 2022.12.01 13:30, 13:30, USD, low, Personal Income m/m, 0.4%, 0.4%, 0.7%
Thu, 2022.12.01 13:30, 13:30, USD, low, Personal Spending m/m, 0.6%, 0.8%, 0.8%
Thu, 2022.12.01 14:30, 14:30, CAD, low, Manufacturing PMI, 48.8, , 49.6
Thu, 2022.12.01 14:30, 14:30, USD, low, FOMC Member Bowman Speaks, , , 
Thu, 2022.12.01 14:45, 14:45, USD, low, Final Manufacturing PMI, 47.6, 47.6, 47.7
Thu, 2022.12.01 15:00, 15:00, USD, high, ISM Manufacturing PMI, 50.2, 49.7, 49.0
